pmcid,doi,title,journal,pubdate,pub_year,criteria_era,article_type_inferred,included,exclusion_reason,num_patients,age_numeric,age_descriptive,age_original_quote,age_range_mapped,age_midpoint_for_analysis,age_group,age_unit_original,sex,has_eds,has_pots,has_mcas,has_mastocytosis,triad_present,diagnostic_criteria_cited,beighton_score,symptoms_detected,terminology_used,extraction_method,extraction_date,eds_subtype,has_heds,has_non_heds_eds,eds_negated
PMC9482467,10.2147/JPR.S377790,Multidisciplinary Approach to Treating Chronic Pain in Patients with Ehlers-Danlos Syndrome: Critically Appraised Topic.,J Pain Res,2022,2022,post-2017 (2017 international classification),clinical_study,True,,18,,young_adult,Clinical QuestionWhat components of a conservative multidisciplinary approach are best for treating chronic musculoskeletal pain in a young adult female with hypermobile Ehlers-Danlos syndrome (hEDS)? BackgroundThe Ehlers-Danlos syndromes (EDS) and hypermobility spectrum disorder (HSD) are connectiv...,18-30 years,24,young adult (18-29),years,female,True,False,False,False,False,2017 international classification; Villefranche,,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; easy_bruising; fatigue; headache_migraine; neuropathy; brain_fog,EDS type III; EDS hypermobility type; hEDS; hypermobile EDS; JHS; HSD,rule_based_v3,2026-04-16T20:48:04.823228,hEDS_HSD,True,False,False
PMC9470354,10.1155/2022/5819406,Motor Skill Improvement Using Compressive Garments in a Child with Multidimensional Impairments and Ehlers-Danlos Syndrome.,Case Rep Psychiatry,2022,2022,post-2017 (2017 international classification),case_report,True,,1,8,,"We report the case of an 8-year-old child with a complex neurodevelopmental disorder, including severe developmental coordination disorder with dysgraphia, anxiety and depression, mild social functioning impairments, headache and chronic musculoskeletal pain, secondary to Ehlers-Danlos syndrome (EDS...",,8,childhood (5-11),years,male,True,False,False,False,False,Beighton,,joint_hypermobility; chronic_pain; urticaria; skin_hyperextensibility; fatigue; gi_symptoms; headache_migraine,EDS hypermobility type; JHS; HSD,rule_based_v3,2026-04-16T20:48:04.836060,hEDS_HSD,True,False,False
PMC9408984,10.3390/ijms23169090,Connective Tissue Disorders and Fragile X Molecular Status in Females: A Case Series and Review.,Int J Mol Sci,2022 Aug 13,2022,post-2017 (2017 international classification),case_report,True,,20,26,,Case ReportsCase #1A 26-year-old female was seen in the Genetics Clinic at KUMC for evaluation of a connective tissue disorder.,,26,young adult (18-29),years,female,True,True,False,False,False,Beighton,,joint_hypermobility; subluxations_dislocations; chronic_pain; tachycardia; syncope; skin_hyperextensibility; easy_bruising; headache_migraine; chiari; mitral_valve_prolapse; palpitations,JHS; HSD; POTS,rule_based_v3,2026-04-16T20:48:04.884531,hEDS_HSD,True,False,False
PMC9397026,10.3390/jfmk7030061,Rationale and Feasibility of Resistance Training in hEDS/HSD: A Narrative Review.,J Funct Morphol Kinesiol,2022 Aug 20,2022,post-2017 (2017 international classification),clinical_study,True,,15,10,,"However, when specifically evaluating individuals less than 45 years of age (n = 26), BMD trended towards being poorer (Lumbar: Z = -0.",,10,childhood (5-11),years,female,True,False,False,False,False,,,joint_hypermobility; subluxations_dislocations; chronic_pain; fatigue; gi_symptoms,EDS type III; hEDS; hypermobile EDS; JHS; HSD,rule_based_v3,2026-04-16T20:48:05.024306,hEDS_HSD,True,False,False
PMC9302035,10.7759/cureus.26148,A Diagnosis of Camptodactyly With Benign Joint Hypermobility Syndrome in a Patient Presenting With Fixed Flexion Deformity of the Fingers and Striae.,Cureus,2022 Jun,2022,post-2017 (2017 international classification),case_report,True,,1,15,,Case presentationA 15-year-old Sri Lankan boy was brought by his parents to the rheumatology clinic with fixed flexion deformities of the little fingers bilaterally with the associated diminished functional capacity of both hands and pain during the finger extensions.,,15,adolescent (12-17),years,male,True,False,False,False,False,Brighton; Beighton,,joint_hypermobility; chronic_pain; syncope; skin_hyperextensibility; fatigue; gi_symptoms; headache_migraine,JHS; dysautonomia,rule_based_v3,2026-04-16T20:48:05.093064,hEDS_HSD,True,False,False
PMC9214343,10.1016/j.arrct.2022.100189,Exercise and Rehabilitation in People With Ehlers-Danlos Syndrome: A Systematic Review.,Arch Rehabil Res Clin Transl,2022 Jun,2022,post-2017 (2017 international classification),clinical_study,True,,1,,,,,,,years,,True,True,True,False,True,2017 international classification; Villefranche; Brighton,,joint_hypermobility; subluxations_dislocations; chronic_pain; orthostatic_intolerance; tachycardia; urticaria; fatigue,EDS hypermobility type; hEDS; JHS; HSD; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:05.452143,hEDS_HSD,True,False,False
PMC9131024,10.1093/ehjcr/ytac161,May-Thurner syndrome in patients with postural orthostatic tachycardia syndrome and Ehlers-Danlos syndrome: a case series.,Eur Heart J Case Rep,2022 Apr,2022,post-2017 (2017 international classification),case_report,True,,1,16,,"Present day (follow-up)Currently considering intervention for MTS Patient 1A 16-year-old female with hypermobile EDS and POTS presented for evaluation of
palpitations, concentration difficulties due to mental clouding, difficulty staying
upright and performing activities while standing, and dizzines...",,16,adolescent (12-17),years,female,True,True,True,False,True,,,joint_hypermobility; chronic_pain; orthostatic_intolerance; tachycardia; syncope; flushing; skin_hyperextensibility; fatigue; gi_symptoms; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:05.548201,hEDS_HSD,True,False,False
PMC9122800,10.1002/ccr3.5887,"Idiopathic osteoporosis, Ehlers-Danlos syndrome, postural orthostatic tachycardia syndrome, and mast cell activation disorder in a 27-year-old male patient: A unique case presentation.",Clin Case Rep,2022 May,2022,post-2017 (2017 international classification),case_report,True,,3,27,,"4

Following several years of clinical investigation, we report a rare case of osteoporosis and hEDS in a 27-year-old male patient with a constellation of symptoms affiliated with postural orthostatic tachycardia (POTS), mast cell activation disorder (MCAD), and hidradenitis suppurativa (HS).",,27,young adult (18-29),years,male,True,True,True,True,True,2017 international classification; Beighton,,joint_hypermobility; subluxations_dislocations; chronic_pain; tachycardia; urticaria; skin_hyperextensibility; easy_bruising; fatigue; gi_symptoms; mitral_valve_prolapse,hEDS; hypermobile EDS; JHS; POTS; postural tachycardia syndrome; dysautonomia; MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:05.607224,hEDS_HSD,True,False,False
PMC9110592,10.1007/s13555-022-00717-x,The Relevance of Skin Biopsies in General Internal Medicine: Facts and Myths.,Dermatol Ther (Heidelb),2022 May,2022,post-2017 (2017 international classification),case_report,True,,1,,,The disease is characterized by yellowish papules or plaque-like skin lesions often appearing in late childhood.,,,,years,female,True,False,False,False,False,Beighton,1,joint_hypermobility; skin_hyperextensibility; neuropathy; medication_sensitivity,EDS type III; hEDS; hypermobile EDS; JHS,rule_based_v3,2026-04-16T20:48:06.011097,hEDS_HSD,True,False,False
PMC8894232,10.1016/j.rmcr.2022.101602,Obstructive sleep apnea in a case of ehlers-danlos syndrome.,Respir Med Case Rep,2022,2022,post-2017 (2017 international classification),review_or_study,True,,1,40,,"Sleep Apnea was clinically suspected by his treating physician at age 40, but was never worked up.",,40,adult (30-44),years,male,True,False,False,False,False,2017 international classification,,joint_hypermobility; subluxations_dislocations; chronic_pain; fatigue; headache_migraine,EDS hypermobility type; hypermobile EDS; dysautonomia,rule_based_v3,2026-04-16T20:48:06.168889,hEDS_HSD,True,False,False
PMC8777155,10.1016/j.crwh.2022.e00384,Twin pregnancy with untyped Ehlers-Danlos syndrome requiring prompt genetic testing: A case report.,Case Rep Womens Health,2022 Jan,2022,post-2017 (2017 international classification),case_report,True,,1,20,,2Case PresentationThe 20-year-old patient was carrying dichorionic diamniotic twins in her first pregnancy.,,20,young adult (18-29),years,female,True,True,False,False,False,,,joint_hypermobility; subluxations_dislocations; tachycardia; skin_hyperextensibility,hEDS; hypermobile EDS; JHS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:06.521356,vascular_EDS,False,True,False
PMC10562791,10.12688/f1000research.109373.1,Tolerability of COVID-19 mRNA vaccines in patients with postural tachycardia syndrome: a cross-sectional study.,F1000Res,2022,2022,post-2017 (2017 international classification),clinical_study,True,,23,42,,"33
 There is one case report in which POTS was diagnosed in a previously healthy, 42-year-old male following the first dose of mRNA vaccination.",,42,adult (30-44),years,female,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:18.159920,,False,False,False
PMC9821608,10.3390/jcm12010073,Autonomic Nerve Involvement in Post-Acute Sequelae of SARS-CoV-2 Syndrome (PASC).,J Clin Med,2022 Dec 22,2022,post-2017 (2017 international classification),review_or_study,True,,13,18,,Patients with PASC were included in the study if they met the following criteria: (1) aged 18 years old and above; (2) documented diagnosis of COVID-19 infection based on a positive reverse transcriptase-polymerase chain reaction (PCR) test or an antigen test for SARS-CoV-2; (3) completion of compre...,,18,young adult (18-29),years,female,False,True,True,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; fatigue; gi_symptoms; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome; dysautonomia; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:20.367350,,False,False,False
PMC9795856,10.2147/IJWH.S366667,POTS and Pregnancy: A Review of Literature and Recommendations for Evaluation and Treatment.,Int J Womens Health,2022,2022,post-2017 (2017 international classification),review_or_study,True,,1,35,,2The diagnostic criteria for POTS include 1) an increase in heart rate of at least 30 beats per minute in adults and at least 40 beats per minute in teens up to 19 years of age within 10 minutes of standing or a tilt table test; 2) absence of orthostatic hypotension; and 3) symptoms of orthostatic i...,,35,adult (30-44),years,male,True,True,True,False,True,MCAS consensus criteria,,joint_hypermobility; subluxations_dislocations; chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations,hEDS; hypermobile EDS; HSD; POTS; postural tachycardia syndrome; dysautonomia; MCAS; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:20.699966,hEDS_HSD,True,False,False
PMC9732766,10.1093/ehjcr/ytac453,Postural orthostatic tachycardia syndrome and orthostatic hypotension in post-acute sequelae of COVID-19 during pregnancy: a case report.,Eur Heart J Case Rep,2022 Dec,2022,post-2017 (2017 international classification),review_or_study,True,,7,32,,"Case summaryIn this report, we present a 32-year-old pregnant woman (G3P2) who experiences severe orthostatic symptoms as part of her PASC syndrome, which is decoupled from normal physiologic changes of pregnancy.",,32,adult (30-44),years,female,False,True,False,False,False,2015 POTS consensus,,orthostatic_intolerance; tachycardia; syncope; flushing; fatigue; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:20.712745,,False,False,False
PMC9602558,10.3390/healthcare10102105,Long-Haul COVID Patients: Prevalence of POTS Are Reduced but Cerebral Blood Flow Abnormalities Remain Abnormal with Longer Disease Duration.,Healthcare (Basel),2022 Oct 21,2022,post-2017 (2017 international classification),case_report,True,,19,,,,,,,years,,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; gi_symptoms; neuropathy,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:20.786772,,False,False,False
PMC9548822,10.1016/j.chest.2022.08.388,COVID-19-INDUCED POSTURAL ORTHOSTATIC TACHYCARDIA SYNDROME.,Chest,2022 Oct,2022,post-2017 (2017 international classification),case_report,True,,1,38,,CASE PRESENTATION: 38-year-old presented to the hospital with the chief complaint of shortness of breath chest tightness.,,38,adult (30-44),years,female,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; neuropathy,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:20.790657,,False,False,False
PMC9498034,10.3390/diagnostics12092129,Clogmia albipunctata (Nematocera; Psychodidae) as the Etiologic Agent of Myiasis: True or False?,Diagnostics (Basel),2022 Sep 1,2022,post-2017 (2017 international classification),review_or_study,True,,12,55,,"Case PresentationIn February 2017, a 55-year-old French man was referred to the Parasitology-Mycology department of Poitiers hospital (Poitiers, France) for the suspected presence of insect larvae in the mouth.",,55,middle aged (45-59),years,female,False,True,False,False,False,,,gi_symptoms,POTS,rule_based_v3,2026-04-16T20:48:20.811958,,False,False,False
PMC9444584,10.1016/j.ijid.2022.08.026,Clinical cardiovascular emergencies and the cellular basis of COVID-19 vaccination: from dream to reality?,Int J Infect Dis,2022 Nov,2022,post-2017 (2017 international classification),case_report,True,,2,31,,"Also, a 31-year-old male with Marfan syndrome recovering from Bentall surgery and mitral valve replacement developed atrial fibrillation following Vero cell vaccination.",,31,adult (30-44),years,female,False,True,False,False,False,,,chronic_pain; tachycardia; anaphylaxis; fatigue; headache_migraine; palpitations; medication_sensitivity,postural tachycardia syndrome; MCAD,rule_based_v3,2026-04-16T20:48:20.901254,,False,False,False
PMC9413809,10.7759/cureus.27287,What Works for One May Not Work for Another: A New Warning for Modafinil.,Cureus,2022 Jul,2022,post-2017 (2017 international classification),case_report,True,,11,47,,Case presentationThe patient is a 47-year-old female with a history of POTS diagnosed approximately 13 years ago when she presented with syncope and exercise intolerance symptoms.,,47,middle aged (45-59),years,female,True,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; palpitations,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:20.911833,EDS_unspecified,True,False,False
PMC9345651,10.1016/j.hroo.2022.07.011,COVID-19 vaccination in patients with long QT syndrome.,Heart Rhythm O2,2022 Dec,2022,post-2017 (2017 international classification),case_report,True,,19,16,,"However, myocarditis is one of the rare severe complications following COVID-19 vaccination, particularly associated with mRNA-based vaccines in males aged 16-29 years.",,16,adolescent (12-17),years,,False,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; gi_symptoms; headache_migraine; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:20.936494,,False,False,False
PMC9323926,10.3390/vaccines10070991,COVID-19 Vaccination Might Induce Postural Orthostatic Tachycardia Syndrome: A Case Report.,Vaccines (Basel),2022 Jun 22,2022,post-2017 (2017 international classification),review_or_study,True,,1,46,,We report a case of new-onset postural orthostatic tachycardia syndrome in a healthy 46-year-old female after a single dose of the BNT162b2 (Pfizer-BioNTech) SARS-CoV-2 vaccine.,,46,middle aged (45-59),years,female,False,True,False,False,False,,,joint_hypermobility; chronic_pain; orthostatic_intolerance; tachycardia; syncope; urticaria; fatigue; headache_migraine; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:20.954705,,False,False,False
PMC9287587,10.1016/j.hrthm.2022.07.014,Postural orthostatic tachycardia syndrome as a sequela of COVID-19.,Heart Rhythm,2022 Nov,2022,post-2017 (2017 international classification),clinical_study,True,,1,17,,"35 Furthermore, a meta-analysis by Lopez-Leon et al,7 which included 47,910 COVID-19 survivors aged 17-87 years, found that 80% of patients experience ≥1 long-term symptom in the period from 14 to 110 days post-viral infection.",,17,adolescent (12-17),years,,True,True,True,False,True,2015 POTS consensus,,joint_hypermobility; chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome; dysautonomia; MCAS; MCAD; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:21.035233,EDS_unspecified,True,False,False
PMC9270602,10.1016/j.jaccas.2022.04.009,MEN2B Masquerading as Postural Orthostatic Tachycardia Syndrome.,JACC Case Rep,2022 Jul 6,2022,post-2017 (2017 international classification),review_or_study,True,,1,29,,") History of PresentationA 29-year-old woman with a presumed history of postural orthostatic tachycardia syndrome (POTS) was seen at our Hypertension Clinic at the University of Texas Southwestern Medical Center in Dallas, Texas for evaluation of unexplained hypertensive episodes.",,29,young adult (18-29),years,female,True,True,False,True,False,Beighton,6,orthostatic_intolerance; tachycardia; syncope; flushing; gi_symptoms; headache_migraine,POTS; postural tachycardia syndrome; dysautonomia; mastocytosis,rule_based_v3,2026-04-16T20:48:21.043367,EDS_mentioned_but_excluded,False,False,True
PMC9208536,10.1007/s13760-022-02002-2,A case of transient POTS following COVID-19 vaccine.,Acta Neurol Belg,2022 Aug,2022,post-2017 (2017 international classification),case_report,True,,1,40,,We report a case of a 40-year-old man who was diagnosed with POTS after the messenger RNA COVID-19 vaccination.,,40,adult (30-44),years,male,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; fatigue; headache_migraine; neuropathy; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:21.049457,,False,False,False
PMC9174810,10.1136/bcr-2022-249608,Intermittent left bundle branch block with septal flash and postural orthostatic tachycardia syndrome in a young woman with long COVID-19.,BMJ Case Rep,2022 Jun 7,2022,post-2017 (2017 international classification),clinical_study,True,,312,24,,"A 24-hour Holter at the outpatient clinic, 6 months after discharge showed significant improvement of the sinus tachycardia episodes, with an average 24-hour heart rate of 76 beats/min.",,24,young adult (18-29),years,female,False,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:21.079642,,False,False,False
PMC9021422,10.3389/fped.2022.849914,"Case Report, Practices Survey and Literature Review of an Under-Recognized Pediatric Vascular Disorder: The BASCULE Syndrome.",Front Pediatr,2022,2022,post-2017 (2017 international classification),review_or_study,True,,1,14,,Case PresentationA 14-year-old boy had been reporting pruritic erythrocyanic lesions on the lower limbs for approximately 5 months.,,14,adolescent (12-17),years,male,False,True,False,False,False,MCAS consensus criteria,,orthostatic_intolerance; tachycardia; syncope; urticaria; fatigue; palpitations,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:21.101458,,False,False,False
PMC8976261,10.1016/j.jacc.2022.03.357,Prospective Evaluation of Autonomic Dysfunction in Post-Acute Sequela of COVID-19.,J Am Coll Cardiol,2022 Jun 14,2022,post-2017 (2017 international classification),case_report,True,,24,43,,3 %) were women with a mean age of 43.,,43,adult (30-44),years,,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; fatigue; headache_migraine; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:21.134615,,False,False,False
PMC8931464,10.3389/fphys.2022.833650,Orthostatic Intolerance in Adults Reporting Long COVID Symptoms Was Not Associated With Postural Orthostatic Tachycardia Syndrome.,Front Physiol,2022,2022,post-2017 (2017 international classification),clinical_study,True,,20,46,,"Eighty-five participants were included (mean age 46 years, range 25-78; 74% women), of which 56 (66%) reported OI during AS (OIAS).",,46,middle aged (45-59),years,female,False,True,False,False,False,,,orthostatic_intolerance; tachycardia; syncope; fatigue; headache_migraine; brain_fog; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:21.183096,,False,False,False
PMC8866568,10.3389/fcvm.2022.834879,Evaluating the Impact of Orthostatic Syncope and Presyncope on Quality of Life: A Systematic Review and Meta-Analysis.,Front Cardiovasc Med,2022,2022,post-2017 (2017 international classification),review_or_study,True,,1,15,,"The peak age of onset of VVS and POTS is between 10 and 15 years of age (3, 4); thus, the onset of these quality of life detriments would predominantly occur during adolescence, with the potential for long term impact.",,15,adolescent (12-17),years,female,False,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; gi_symptoms; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome,rule_based_v3,2026-04-16T20:48:21.261175,,False,False,False
PMC8779641,10.3390/vaccines10010127,Post-HPV-Vaccination Mast Cell Activation Syndrome: Possible Vaccine-Triggered Escalation of Undiagnosed Pre-Existing Mast Cell Disease?,Vaccines (Basel),2022 Jan 16,2022,post-2017 (2017 international classification),animal_study,True,,150,21,,Case 5A 21-year-old female presented with effectively a lifetime of “always having a cold” and virtually daily non-bilious emesis.,,21,young adult (18-29),years,female,True,True,True,True,True,Beighton,9,joint_hypermobility; chronic_pain; orthostatic_intolerance; tachycardia; syncope; flushing; urticaria; anaphylaxis; easy_bruising; fatigue; gi_symptoms; headache_migraine; neuropathy; palpitations; medication_sensitivity,hEDS; hypermobile EDS; POTS; postural tachycardia syndrome; dysautonomia; MCAS; MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:21.302610,hEDS_HSD,True,False,False
PMC8687482,10.1097/01.NPR.0000802968.90212.70,Postural orthostatic tachycardia syndrome: A conundrum for patients and healthcare providers.,Nurse Pract,2022 Jan 1,2022,post-2017 (2017 international classification),case_report,True,,14,20,,,,20,young adult (18-29),years,,True,True,True,False,False,,,joint_hypermobility; orthostatic_intolerance; tachycardia; syncope; flushing; fatigue; gi_symptoms; headache_migraine; neuropathy; brain_fog; palpitations,POTS; postural tachycardia syndrome; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:21.855229,EDS_mentioned_but_excluded,False,False,True
PMC7936931,10.1007/s00415-021-10502-z,Is postural orthostatic tachycardia syndrome (POTS) a central nervous system disorder?,J Neurol,2022 Feb,2022,post-2017 (2017 international classification),animal_study,True,,11,18,,", described an 18-year-old woman with narcolepsy and POTS, whose MRI of the brain demonstrated two non-enhancing lesions in the right thalamus and amygdala [26].",,18,young adult (18-29),years,female,True,True,False,False,False,,,chronic_pain; orthostatic_intolerance; tachycardia; syncope; fatigue; headache_migraine; neuropathy; chiari; brain_fog,POTS; postural tachycardia syndrome; dysautonomia,rule_based_v3,2026-04-16T20:48:23.861573,EDS_unspecified,True,False,False
PMC9834603,10.21037/tcr-22-1596,Mixed primary mucinous cystadenocarcinoma and invasive ductal carcinoma of the breast: a case report and literature review.,Transl Cancer Res,2022 Dec,2022,post-2017 (2017 international classification),case_report,True,,31,61,,"Case DescriptionHere, we describe a 61-year-old postmenopausal woman with no family history of breast cancer or other breast-related diseases, who presented with a palpable mass in her left breast lasting for 2 months.",,61,older adult (60-74),years,female,False,False,True,False,False,,,,MCAS,rule_based_v3,2026-04-16T20:48:32.795611,,False,False,False
PMC9784954,10.3390/jcm11247326,Management of Adult Patients with Gastrointestinal Symptoms from Food Hypersensitivity-Narrative Review.,J Clin Med,2022 Dec 9,2022,post-2017 (2017 international classification),review_or_study,True,,1,3,,"In the Canadian Healthy Infant Longitudinal Development cohort, children with higher gut microbial richness at age 3 months were associated with 55% reduced risk for food sensitization by age 1 year.",,3,early childhood (1-4),years,,True,True,True,True,True,MCAS consensus criteria,,chronic_pain; orthostatic_intolerance; tachycardia; flushing; urticaria; anaphylaxis; fatigue; gi_symptoms; headache_migraine; brain_fog; medication_sensitivity,hEDS; hypermobile EDS; HSD; POTS; postural tachycardia syndrome; MCAS; MCAD; mast cell activation syndrome,rule_based_v3,2026-04-16T20:48:32.923977,hEDS_HSD,True,False,False
PMC9763144,10.1007/s00101-021-01069-5,Sugammadex in systemic mastocytosis : Case report and a systematic review of literature.,Anaesthesiologie,2022 Dec,2022,post-2017 (2017 international classification),review_or_study,True,,1,50,,"We present the case of a 50-year-old woman (184 cm, 66 kg) with American Society of Anesthesiologists (ASA) physical status II, diagnosed with systemic mastocytosis with c-kit D816 mutation and expression of CD2 and CD25 with cutaneous symptoms (urticaria) and episodes of systemic anaphylaxis.",,50,middle aged (45-59),years,female,False,False,True,True,False,,,urticaria; anaphylaxis,mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:32.935300,,False,False,False
PMC9724157,10.7555/JBR.36.20220071,Mast cell activation syndrome-anesthetic challenges in two different clinical scenarios.,J Biomed Res,2022 May 28,2022,post-2017 (2017 international classification),review_or_study,True,,1,34,,"Case reportsCase 1A 34-year-old woman G1P0 at 41 weeks, with inadequate prenatal care, was urgently transferred to our facility from a local midwife birthing center.",,34,adult (30-44),years,female,False,False,True,True,False,,,chronic_pain; tachycardia; flushing; anaphylaxis; gi_symptoms; medication_sensitivity,MCAS; MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:32.973468,,False,False,False
PMC9228930,10.3390/medsci10020029,Connecting the Dots in Emerging Mast Cell Research: Do Factors Affecting Mast Cell Activation Provide a Missing Link between Adverse COVID-19 Outcomes and the Social Determinants of Health?,Med Sci (Basel),2022 May 28,2022,post-2017 (2017 international classification),animal_study,True,,19,,,"Recent research suggests gender differences impact COVID-19 outcomes [13,14], as do age differences such as the disproportionate impact on infants and very old/frail adults [15].",,,,years,,False,False,True,True,False,,,chronic_pain; urticaria; anaphylaxis; fatigue; brain_fog,MCAS; MCAD; mast cell activation syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:33.220675,,False,False,False
PMC10426500,10.1016/j.xrrt.2021.03.002,Management of shoulder instability in hypermobility-type Ehlers-Danlos syndrome.,JSES Rev Rep Tech,2021 Aug,2021,post-2017 (2017 international classification),animal_study,True,,78,16,,Pubertal men and women of age 50 yr and younger: Beighton ≥ 5c.,,16,adolescent (12-17),years,female,True,False,False,False,False,2017 international classification; Beighton,7,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; fatigue; neuropathy,hEDS; hypermobile EDS; JHS; HSD,rule_based_v3,2026-04-16T20:48:02.100495,hEDS_HSD,True,False,False
PMC8861852,10.3389/fpsyt.2021.803334,"The Relationship Between Generalised Joint Hypermobility and Autism Spectrum Disorder in Adults: A Large, Cross-Sectional, Case Control Comparison.",Front Psychiatry,2021,2021,post-2017 (2017 international classification),clinical_study,True,,199,18,,"Age-dependent cut-off scores of ≥ 5 for individuals aged 18-50 years and ≥ 4 for individuals aged > 50 years were used in the current study, according to the 2017 updated criteria (12).",,18,young adult (18-29),years,female,True,False,False,False,False,2017 international classification; Beighton,4,joint_hypermobility; subluxations_dislocations; chronic_pain; orthostatic_intolerance; skin_hyperextensibility; fatigue; gi_symptoms,hEDS; hypermobile EDS; JHS; HSD; dysautonomia,rule_based_v3,2026-04-16T20:48:06.263053,hEDS_HSD,True,False,False
PMC8787077,10.3389/fpsyt.2021.803898,Ehlers-Danlos Syndrome in the Field of Psychiatry: A Review.,Front Psychiatry,2021,2021,post-2017 (2017 international classification),review_or_study,True,,1,,child,"Furthermore, EDS imposes substantial psychological burden on patients due to exercise restriction, scars, keloids, and subcutaneous fat accumulation on the extremities, which leads to parental overprotection and bullying experiences from other children at school age.",3-12 years,7.5,childhood (5-11),years,female,True,False,False,False,False,2017 international classification,,joint_hypermobility; subluxations_dislocations; chronic_pain; skin_hyperextensibility; easy_bruising; fatigue; gi_symptoms; headache_migraine; brain_fog,hEDS; hypermobile EDS; JHS; HSD,rule_based_v3,2026-04-16T20:48:06.514307,hEDS_HSD,True,False,False
PMC8575340,10.7759/cureus.19311,Perioperative Management of Ehlers-Danlos Type III Syndrome Associated With Postural Orthostatic Tachycardia in Patients Undergoing General Anesthesia.,Cureus,2021 Nov,2021,post-2017 (2017 international classification),review_or_study,True,,13,26,,"Case presentationCase 1A 26-year-old female with EDS III, POTS, anxiety, asthma, anemia, and chronic fatigue syndrome presented for laparoscopic bilateral ovarian cystectomy and bilateral partial salpingectomy.",,26,young adult (18-29),years,female,True,True,False,True,False,Villefranche,,joint_hypermobility; subluxations_dislocations; chronic_pain; orthostatic_intolerance; tachycardia; syncope; skin_hyperextensibility; easy_bruising; fatigue; gi_symptoms; headache_migraine; palpitations,EDS type III; EDS hypermobility type; JHS; POTS; postural tachycardia syndrome; mastocytosis,rule_based_v3,2026-04-16T20:48:06.544324,hEDS_HSD,True,False,False
